timestamp,male,female,aufmacher
1596136323.9940634,29,19,1
1596139991.3840058,28,19,1
1596143448.6352336,33,19,0
1596147054.827492,32,19,0
1596150764.5406857,32,19,0
1596155945.9575996,32,19,0
1596158070.7726696,32,19,0
1596161706.1529334,32,19,0
1596165183.435075,32,19,0
1596168844.8817887,33,18,0
1596172383.4072268,30,17,0
1596176109.0109663,32,15,0
1596179616.1866746,35,14,0
1596183312.8960533,31,17,0
1596186792.1920185,28,18,1
1596190398.6175737,26,18,1
1596193944.4157102,24,17,1
1596197997.9457936,24,21,1
1596201176.3484416,25,19,0
1596204866.564005,27,18,0
1596208410.0660594,34,16,0
1596212064.125875,34,17,0
1596215583.5382364,33,17,1
1596219265.4753902,32,19,1
1596222764.4738755,31,20,1
1596226518.1000624,29,19,1
1596229982.889631,27,20,1
1596233567.3271537,26,20,1
1596237165.8430579,26,20,1
1596242399.221314,26,20,1
1596244507.0994651,26,20,1
1596248097.6484122,26,20,1
1596251608.5046387,26,20,1
1596255266.6111662,26,20,1
1596258780.4378173,26,20,1
1596262526.8072648,26,21,0
1596266015.1335561,27,18,0
1596269693.9388113,29,19,1
1596273205.6445584,31,19,1
1596276830.8170226,31,19,1
1596280368.4734623,31,20,1
1596284241.9084854,30,20,1
1596287570.6080039,30,21,1
1596291233.9037795,32,21,1
1596294805.2257643,30,22,1
1596298463.9706004,31,23,1
1596301970.5802145,34,24,1
1596305669.788203,29,24,1
1596309168.0124009,30,22,1
1596312921.9649553,32,22,1
1596316372.3709235,31,22,1
1596320001.7288911,31,22,1
1596323539.4593701,30,22,0
1596328836.71312,30,22,0
1596330870.2032835,30,22,0
1596334508.3543317,30,22,0
1596338009.3399177,30,22,0
1596341655.4627411,30,22,0
1596345177.7275653,30,22,0
1596348933.9117386,32,20,0
1596352439.9869976,32,20,0
1596356068.2141106,31,21,0
1596359608.043951,31,21,1
1596363206.7169464,30,21,1
1596366775.6391706,28,18,1
1596370647.6424623,24,17,0
1596373977.335763,24,18,0
1596377644.5642838,26,17,0
1596381206.7991617,29,14,0
1596384867.3752356,28,15,1
1596388376.4863017,27,16,1
1596392063.5798025,31,18,0
1596395574.315251,29,18,0
1596399327.4293835,30,18,0
1596402775.5114937,30,14,0
1596406404.8696918,31,14,0
1596409971.586332,32,14,0
1596415215.4905074,32,14,0
1596417277.615425,32,14,0
1596420915.6319048,32,14,0
1596424389.885646,32,14,0
1596428083.2621763,34,16,0
1596431595.755178,35,16,0
1596435321.352869,33,15,0
1596438830.989702,30,14,0
1596442521.5221953,33,12,0
1596446036.3222847,32,11,0
1596449646.914343,31,10,0
1596453155.4935477,32,12,0
1596457082.049063,33,11,1
1596460385.5624197,32,12,0
1596464083.3484092,30,15,0
1596467638.330258,27,18,0
1596471265.285432,27,18,0
1596474807.3315082,28,19,0
1596478488.2888656,27,16,0
1596481971.8363059,27,16,0
1596485726.349408,30,16,1
1596489220.5031745,28,19,1
1596492798.1529076,27,20,1
1596496371.456107,27,20,1
1596501586.5057251,27,20,1
1596503684.7318373,27,20,1
1596507326.9825068,27,20,1
1596510820.9262648,27,20,1
1596514482.848752,27,18,1
1596517994.3464887,31,17,1
1596521727.0588045,26,21,0
1596525235.875269,26,19,0
1596528939.9913397,26,21,0
1596532420.1720908,22,22,0
1596536024.782196,24,21,0
1596539561.6180158,28,20,0
1596543471.2716439,28,16,1
1596546742.0086408,31,14,1
1596550483.0535636,33,14,1
1596554033.5743473,34,13,1
1596557678.0841641,33,17,0
1596561194.1608596,35,22,1
1596564892.7922122,34,24,1
1596568379.157628,33,24,1
1596572190.707437,35,24,1
1596575606.217694,35,25,1
1596579204.7636144,33,23,1
1596582662.8084123,33,23,1
1596587996.0574105,33,23,1
1596590107.0178397,33,23,1
1596593742.976867,33,23,1
1596597223.8699293,33,23,1
1596600888.7551367,33,23,1
1596604428.432644,35,24,1
1596608130.9694827,30,25,1
1596611641.713693,30,20,1
1596615329.893087,29,18,1
1596618848.6049562,29,20,1
1596622425.8368428,27,19,1
1596625982.7719762,30,18,1
1596629888.8604317,31,17,1
1596633205.6041074,29,20,1
1596636907.2314737,30,20,1
1596640446.7151566,31,23,1
1596644070.6635125,29,26,1
1596647606.922257,31,24,0
1596651304.5338736,30,26,0
1596654797.3639653,30,26,1
1596658557.1049302,31,26,0
1596662016.7181878,30,25,0
1596665598.6512914,27,25,1
1596669190.5928476,27,25,1
1596674407.217271,27,25,1
1596676528.5370278,27,25,1
1596680136.0558162,27,25,1
1596683617.3556626,27,25,1
1596687282.2730799,29,25,0
1596690823.9217656,27,26,0
1596694548.4119098,25,27,1
1596698062.418548,28,25,1
1596701734.3154147,25,25,0
1596705216.5365171,24,23,0
1596708854.371732,25,24,0
1596712397.644651,22,23,0
1596716305.372867,24,21,0
1596719609.4586618,26,21,0
1596723307.455224,30,17,0
1596726841.7251422,29,19,1
1596730476.013485,30,19,1
1596734042.7554843,29,17,1
1596737702.128616,31,18,0
1596741189.2219725,32,20,0
1596744948.1998136,30,20,0
1596748427.9916766,30,19,0
1596752008.4644735,29,19,1
1596755603.5083034,29,19,1
1596760876.737103,29,19,1
1596762945.729609,29,19,1
1596766552.611253,29,19,1
1596770063.3624363,29,19,1
1596773707.9148018,31,15,0
1596777239.6051288,32,18,0
1596780937.762164,31,21,0
1596784450.071776,29,22,0
1596788173.3939478,31,21,0
1596791657.119406,33,19,0
1596795266.725072,33,21,0
1596798819.6263492,33,20,1
1596802843.338838,33,19,1
1596806026.1112585,32,22,1
1596809723.9701858,31,23,0
1596813249.3857825,29,25,0
1596816885.3927774,30,23,0
1596820429.0865505,33,21,0
1596824110.7400284,31,23,0
1596827608.1569664,31,22,0
1596831364.3924606,30,24,1
1596834816.031381,31,25,1
1596838418.2324219,29,25,1
1596841992.496802,29,25,1
1596847236.9233527,29,25,1
1596849328.4564455,29,25,1
1596852934.8215058,29,25,1
1596856423.278177,29,25,1
1596860112.807555,29,25,1
1596863621.8436823,30,26,0
1596867340.82913,28,26,0
1596870850.1002867,25,24,0
1596874518.2431061,27,19,1
1596878028.787978,29,16,1
1596881637.7875028,28,16,1
1596885204.1565998,28,17,1
1596889103.04439,31,18,1
1596892411.9165702,28,17,1
1596896099.700422,28,18,1
1596899638.2584035,24,17,0
1596903271.9515898,24,17,0
1596906817.8068042,25,16,1
1596910505.7344809,27,16,1
1596914052.2124112,27,16,1
1596917745.8270824,27,16,1
1596921222.9727864,24,15,1
1596924793.4998558,24,15,1
1596928396.224961,24,15,1
1596933764.9766366,24,15,1
1596935734.6413631,24,15,1
1596939352.1029916,24,15,1
1596942846.4742324,24,15,1
1596946510.958993,24,15,1
1596950023.6409948,24,15,1
1596953744.4496992,23,15,0
1596957256.0471408,20,15,0
1596960921.7620995,22,16,1
1596964440.1859,23,17,0
1596968034.275372,24,15,0
1596971606.034316,28,13,0
1596975513.3903153,27,12,0
1596978816.2041943,29,12,0
1596982505.0710077,29,18,0
1596986018.0031583,25,19,0
1596989679.631651,24,18,1
1596993222.8608012,22,19,1
1596996915.1077642,24,19,1
1597000426.3528068,23,19,0
1597004153.9530926,23,19,0
1597007631.4266748,23,19,0
1597011233.1089444,23,19,0
1597014836.39461,23,19,0
1597020139.532568,23,19,0
1597022174.5286763,23,19,0
1597025778.1133175,23,19,0
1597029259.8115687,23,19,0
1597032923.8989325,24,21,1
1597036464.3371372,20,23,1
1597040185.689924,17,24,1
1597043679.0776756,17,22,1
1597047343.5376985,21,21,1
1597050859.6309779,27,19,0
1597054478.51273,22,20,0
1597058032.167055,21,20,1
1597061939.8733401,22,20,1
1597065249.409636,24,22,0
1597068946.4833343,24,22,0
1597072472.5366368,27,23,0
1597076108.545385,30,20,1
1597079657.7509747,28,20,1
1597083335.7914786,28,20,0
1597086847.8786976,29,22,0
1597090552.4272406,28,23,0
1597094056.4702277,28,22,0
1597097617.730225,27,22,0
1597101224.0265877,27,22,0
1597106475.9542897,27,22,0
1597108567.2923613,27,22,0
1597112192.0273511,27,22,0
1597115649.9929981,27,22,0
1597119316.0334964,27,19,0
1597122855.4800076,27,18,0
1597126573.5626192,27,20,0
1597130082.968766,24,20,0
1597133795.316231,23,20,0
1597137256.64861,20,21,0
1597140881.5321605,20,23,0
1597144420.746053,25,18,0
1597148337.692287,28,20,0
1597151650.0362628,32,20,0
1597155345.0960176,33,18,0
1597158873.6278982,34,18,0
1597162515.9814577,29,20,0
1597166056.697273,31,20,0
1597169729.7925663,29,20,0
1597173239.250537,28,21,1
1597176972.3960176,28,22,1
1597180435.2332819,26,22,1
1597184061.9907727,25,21,1
1597187622.6934705,24,21,1
1597192875.1480143,24,21,1
1597194960.2996488,24,21,1
1597198568.154969,24,21,1
1597202077.973449,24,21,1
1597205717.1940768,25,24,1
1597209261.5475898,25,25,1
1597212983.3902912,26,24,1
1597216501.5386693,29,21,0
1597220150.6315284,27,20,0
1597223663.1688468,27,20,0
1597227297.652098,30,19,0
1597230843.3423014,30,21,0
1597234725.3798554,33,19,0
1597238056.0237563,29,21,1
1597241761.1907625,30,21,1
1597245278.7353745,28,25,1
1597248919.7826862,31,24,1
1597252465.325164,31,24,1
1597256150.8488085,31,25,0
1597259638.1904945,29,25,0
1597263380.1656039,29,24,1
1597266853.2535348,28,26,1
1597270463.2544756,27,26,1
1597274048.5839546,27,26,1
1597279298.2390146,27,26,1
1597281362.9442098,27,26,1
1597285000.2591605,27,26,1
1597288486.1819599,32,27,1
1597292149.0982776,32,27,0
1597295664.0883267,33,27,0
1597299393.4059863,33,24,1
1597302876.9387643,34,19,1
1597306576.7754803,31,22,1
1597310064.7130194,31,21,1
1597313705.7669358,30,22,1
1597317221.0628166,29,23,1
1597321163.8845968,29,23,0
1597324472.3181257,34,21,0
1597328148.6694746,32,22,1
1597331698.3143816,30,23,1
1597335329.8334417,27,25,0
1597338892.2318132,27,24,0
1597342537.915404,27,23,0
1597346017.8069525,25,25,1
1597349784.0777905,24,24,1
1597353262.894587,26,24,0
1597356869.0409656,25,25,0
1597360443.309294,25,25,0
1597365722.9390223,25,25,0
1597367615.0746875,25,25,0
1597371386.781969,25,25,0
1597374891.6756744,25,25,0
1597378557.9197161,23,25,0
1597382069.8112442,23,20,0
1597385769.071907,23,20,0
1597389300.5046787,27,20,0
1597393018.4804537,24,25,0
1597396481.5846362,25,24,0
1597400083.8166523,25,24,1
1597403630.0422513,28,22,1
1597407694.1224658,28,21,1
1597410866.4390085,27,22,1
1597414544.6833344,26,22,0
1597418055.9833567,28,19,0
1597421723.9313967,32,17,0
1597425272.262239,33,14,0
1597428959.4317274,33,15,0
1597432447.2829623,34,14,0
1597436210.0103033,35,14,0
1597439666.503192,31,15,0
1597443267.7572896,32,15,0
1597446841.5028737,30,15,0
1597452117.1319852,30,15,0
1597454181.177755,30,15,0
1597457791.9423015,30,15,0
1597461300.8419006,30,15,0
1597464945.1310885,30,15,0
1597468424.8363783,30,15,0
1597472178.7140007,32,15,0
1597475689.1508808,31,12,1
1597479354.5552735,35,10,1
1597482863.6729155,34,12,0
1597486499.4246483,37,10,0
1597490042.3418598,38,11,0
1597493918.6288335,38,11,0
1597497246.8972702,38,10,0
1597500940.8386552,36,15,0
1597504456.5534656,34,16,0
1597508121.456579,33,19,1
1597511662.1981792,34,21,1
1597515354.1637223,33,22,0
1597518835.7878172,34,21,0
1597522595.01697,34,18,0
1597526039.4830074,31,20,0
1597529646.097613,31,20,0
1597533249.7371857,31,20,0
1597538647.1053722,31,20,0
1597540560.3496,31,20,0
1597544195.7078855,31,20,0
1597547709.8358629,31,20,0
1597551342.9291153,31,20,0
1597554856.5001984,31,20,0
1597558610.6938324,31,19,0
1597562100.744814,31,17,0
1597565789.151512,31,15,0
1597569271.21248,30,15,0
1597572874.878098,31,13,0
1597576477.1046271,32,13,1
1597580350.5489132,33,13,1
1597583676.4292696,34,14,1
1597587353.3970263,31,16,1
1597590866.0073988,31,15,1
1597594529.645547,34,13,1
1597598070.7162635,35,14,0
1597601763.454366,39,16,0
1597605245.2998767,40,14,1
1597608996.9878294,38,14,1
1597612456.2976108,38,14,0
1597616053.9517336,38,14,0
1597619657.236334,38,14,0
1597624997.4710996,38,14,0
1597626995.7706804,38,14,0
1597630625.5990632,38,14,0
1597634120.3288593,36,14,0
1597637760.3382943,34,14,1
1597641272.6443398,37,15,1
1597644999.6865268,34,16,1
1597648517.0960784,32,15,1
1597652212.309654,31,16,1
1597655706.147424,27,19,0
1597659338.237439,27,19,0
1597662821.3619182,32,18,0
1597666855.2079744,28,15,1
1597670077.3691676,33,16,1
1597673780.271724,36,15,1
1597677311.0276423,37,16,0
1597680958.3688893,34,18,0
1597684473.7345157,37,21,1
1597688272.5331023,38,20,1
1597691661.7551188,36,21,1
1597695420.6244287,36,20,1
1597698861.6061988,35,21,1
1597702471.7627392,31,23,0
1597706046.2575982,31,23,0
1597711327.7804759,31,23,0
1597713420.4788165,31,23,0
1597717018.3529317,31,23,0
1597720575.2715054,30,23,1
1597724188.9506888,30,24,0
1597727695.9897728,31,22,1
1597731404.268696,32,22,1
1597734919.75119,38,22,1
1597738669.8395627,32,19,1
1597742111.6808095,33,19,0
1597745730.8049664,35,19,0
1597749244.4269607,36,18,0
1597753194.1270936,37,21,0
1597756477.1540275,36,21,1
1597760182.5138319,33,22,0
1597763706.464468,29,28,0
1597767360.619429,29,29,0
1597770878.372034,27,26,1
1597774571.77183,25,23,0
1597778061.4486594,22,23,0
1597781837.1162865,22,23,0
1597785272.3010547,23,23,0
1597788878.7145078,25,23,0
1597792447.908541,23,22,0
1597797785.3095589,23,22,0
1597799802.8123922,23,22,0
1597803464.8654294,23,22,0
1597806914.6961408,25,24,0
1597810577.7375607,26,24,0
1597814084.7807732,27,23,0
1597817804.8650734,29,21,1
1597821315.3613217,27,23,1
1597825019.984111,27,22,0
1597828523.9915879,27,17,0
1597832119.5290759,29,16,0
1597835656.1337795,28,21,0
1597839596.5649297,31,19,0
1597842881.119031,30,21,0
1597846595.7133045,30,22,0
1597850275.8806229,31,21,0
1597853778.3510373,31,22,0
1597857276.9196982,32,22,0
1597860974.3430119,34,22,0
1597864313.4428988,36,25,0
1597868212.5297837,35,25,0
1597871704.224093,36,24,0
1597875287.970167,36,22,0
1597878858.7824671,36,22,0
1597884184.878374,36,22,0
1597886220.5953257,36,22,0
1597889828.4766457,36,22,0
1597893311.0455701,36,22,0
1597897019.869936,35,24,0
1597900607.5454242,37,22,0
1597904229.150442,36,19,1
1597907725.740061,40,16,1
1597911423.1012812,36,18,1
1597914908.650465,31,17,1
1597918526.8031816,32,17,1
1597922066.3608673,27,20,0
1597926018.0774572,27,19,0
1597929290.9448876,26,20,1
1597933001.54833,28,22,1
1597936540.8884552,25,25,1
1597940178.156058,26,23,0
1597943747.951062,25,25,0
1597947407.8505943,25,23,1
1597950855.0941105,26,24,1
1597954808.754907,26,24,1
1597958089.7379434,23,25,1
1597961701.0185502,22,25,1
1597965246.9697807,22,25,1
1597970622.180389,22,25,1
1597972569.836696,22,25,1
1597976230.9336839,22,25,1
1597979720.0663314,23,24,1
1597983409.004403,25,24,1
1597986904.072496,27,25,0
1597990629.1338127,27,23,0
1597994120.6291096,26,25,1
1597997912.4435418,29,20,1
1598001316.8359246,32,19,0
1598004953.7398255,32,18,1
1598008471.3916793,30,16,1
1598012547.8132093,30,19,1
1598015702.5233068,24,22,1
1598019378.8377962,27,20,1
1598022918.3583956,27,20,1
1598026572.8067343,25,20,1
1598030097.335295,24,21,1
1598033799.7124074,23,22,1
1598037268.6036775,23,22,1
1598041053.8313832,22,22,1
1598044485.544427,23,21,0
1598048099.80224,21,22,0
1598051660.9432738,21,22,0
1598057045.386466,21,22,0
1598058967.1212053,21,22,0
1598062598.8848433,21,22,0
1598066141.6083171,21,22,0
1598069790.389861,21,22,0
1598073253.289883,21,22,1
1598077007.2572742,23,20,1
1598080549.74566,24,23,1
1598084191.6268847,25,22,1
1598087701.7746735,29,22,1
1598091314.7195606,28,23,1
1598094854.5084565,30,22,0
1598098794.0825524,31,23,0
1598102067.3245628,29,22,0
1598105793.0588577,32,18,0
1598109301.3681433,28,20,0
1598112965.2056365,28,21,1
1598116476.5954206,28,22,1
1598120176.9661572,30,19,1
1598123661.261692,27,21,1
1598127416.7225127,25,20,1
1598130897.4846318,25,19,1
1598134564.076028,25,19,1
1598138045.338236,25,19,1
1598143540.2922885,25,19,1
1598145334.7674496,25,19,1
1598149032.4817119,25,19,1
1598152518.7179835,25,19,1
1598156184.0652225,25,19,1
1598159673.2435086,25,19,1
1598163445.5903966,25,19,1
1598166932.8082442,25,19,0
1598170593.3260617,24,19,0
1598174105.706649,26,19,0
1598177820.2188125,22,22,0
1598181258.1866913,23,21,0
1598185195.0770955,22,22,0
1598188469.252876,23,22,0
1598192374.632579,23,23,0
1598195691.361836,22,26,0
1598199384.4763696,24,25,0
1598202892.7773886,24,25,0
1598206608.3619995,27,26,1
1598210095.7690876,23,25,0
1598213855.3909004,23,25,0
1598217278.68451,21,22,0
1598220884.685299,21,21,0
1598224453.842032,21,21,0
1598229887.404583,21,21,0
1598231767.2676916,21,21,0
1598235452.196248,21,21,0
1598238953.1936722,23,20,0
1598242660.9633286,23,21,1
1598246105.6760623,23,21,1
1598249864.7322564,24,22,1
1598253351.2675858,23,22,1
1598257182.7031367,26,22,0
1598260544.3278193,27,24,0
1598264154.2880442,27,22,0
1598267668.9731152,26,20,0
1598271612.3405118,25,20,0
1598274897.334339,28,22,0
1598278687.791226,29,23,1
1598282226.5665867,31,19,0
1598285763.3262858,27,21,0
1598289301.7016726,28,20,1
1598293012.1400728,30,21,1
1598296501.790737,31,23,1
1598300247.8702888,31,19,1
1598303714.7739193,31,20,1
1598307323.7774208,29,19,1
1598310874.353889,29,19,1
1598316280.5246994,29,19,1
1598318172.4086173,29,19,1
1598321900.6656976,29,19,1
1598325337.352241,30,19,1
1598329086.8281493,33,20,0
1598332594.9769905,33,19,0
1598336243.3704565,34,19,1
1598339770.4848566,36,17,1
1598343666.5782328,37,18,1
1598346960.1463807,31,18,0
1598350543.954991,34,18,0
1598354090.4460773,38,16,1
1598358048.8687968,35,18,1
1598361285.9719865,37,17,1
1598365049.8887644,36,18,0
1598368542.6599264,38,16,0
1598372257.0170732,35,21,0
1598375779.042589,34,23,1
1598379388.8998418,32,25,1
1598382877.1268682,32,25,1
1598386709.0954173,31,26,1
1598390119.5057595,31,26,0
1598393726.8187928,28,26,0
1598397272.8964186,25,26,1
1598402653.3225298,25,26,1
1598404571.221985,25,26,1
1598408253.3567748,25,26,1
1598411755.309985,27,28,1
1598415564.8875864,28,27,1
1598419009.0755093,28,27,1
1598422668.8898678,28,28,1
1598426161.299165,28,26,0
1598429884.8698273,28,18,0
1598433335.9495232,31,16,0
1598436962.789237,32,15,0
1598440483.4759202,30,15,0
1598444430.8238788,30,15,0
1598447713.4458375,36,14,0
1598451422.4813113,31,16,1
1598454949.3182058,31,16,1
1598458565.3651257,34,14,0
1598462105.912793,37,13,0
1598465821.2661407,36,15,1
1598469290.132503,37,18,1
1598473126.4596422,37,16,1
1598476524.3297544,34,17,1
1598480132.983103,33,16,0
1598483679.8047435,33,16,0
1598489082.8286371,33,16,0
1598490974.6255848,33,16,0
1598494668.4321487,33,16,0
1598498155.1784303,33,16,0
1598501824.9816484,34,16,0
1598505352.4375157,33,17,1
1598509061.454186,32,15,1
1598512554.197769,33,12,0
1598516259.4933083,31,13,0
1598519790.9480495,33,13,0
1598523362.8268006,33,16,0
1598526879.0788436,34,15,0
1598530854.924556,34,17,0
1598534111.097977,34,14,0
1598537827.9763408,34,15,0
1598541349.3226871,33,16,0
1598545026.272406,34,18,0
1598548547.3688898,36,17,0
1598552246.7677898,37,15,0
1598555718.1767783,38,14,1
1598559441.8293908,37,13,1
1598562935.924923,37,13,1
1598566527.0369575,37,13,0
1598570137.7319353,36,13,0
1598575776.6498935,36,13,0
1598577591.8864264,36,13,0
1598581126.3614967,36,13,0
1598584634.8578572,36,13,0
1598588281.5578141,36,12,0
1598591764.3019698,37,12,0
1598595527.0824745,39,11,1
1598599020.5945556,36,13,1
1598602747.316125,35,13,0
1598606205.0947206,36,13,0
1598609820.3980784,30,14,0
1598613349.5796132,31,14,0
1598617468.846339,32,13,0
1598620584.5975487,35,18,0
1598624315.7699356,35,20,0
1598627802.004756,36,20,0
1598631468.0355763,34,23,0
1598634965.366823,36,22,0
1598638722.8584337,36,23,0
1598642146.714343,36,23,0
1598645899.8128574,35,20,0
1598649363.6394897,33,20,0
1598652998.9324613,32,21,0
1598656096.9649246,31,21,0
1598660459.127079,30,21,0
1598663270.3097231,30,21,0
1598667243.5805418,30,21,0
1598670538.4329169,31,21,0
1598674449.5404599,31,21,0
1598677611.3827574,31,21,0
1598681672.7868526,30,21,0
1598684840.381199,30,20,0
1598688572.0825949,30,20,0
1598692065.8212707,31,19,0
1598695815.8304877,33,18,0
1598699235.2708092,30,18,0
1598703329.4785774,29,17,0
1598706652.6573303,27,17,0
1598710372.124607,35,12,0
1598713890.649939,36,13,0
1598717598.4914103,37,13,0
1598720819.1275094,39,13,0
1598724717.5479772,37,12,0
1598728217.5903788,37,14,1
1598731680.2128274,41,14,1
1598735483.5309615,42,14,0
1598739108.793508,42,14,0
1598742496.6568353,42,14,0
1598746903.6128724,42,14,0
1598749801.488267,42,14,0
1598753649.9047844,42,14,0
1598757012.368604,42,14,0
1598760462.9701953,42,14,0
1598764035.4438663,42,14,0
1598768131.0041974,42,14,0
1598771584.7450352,43,9,0
1598775086.8772411,46,10,0
1598778428.3838599,46,10,1
1598782420.6660516,46,10,0
1598785883.9311128,46,10,0
1598789476.9959333,46,10,0
1598793031.231159,46,10,1
1598796788.9848707,44,10,0
1598800374.6578197,45,12,0
1598803991.2611265,43,14,0
1598807416.6896617,38,14,0
1598810873.8281157,37,15,0
1598814418.9580584,42,16,0
1598818318.8234804,42,16,0
1598821625.0786378,38,16,0
1598825526.2911553,38,16,0
1598828827.213067,38,16,0
1598833318.0138474,38,16,0
1598836266.4029765,38,16,0
1598840046.4903755,38,16,0
1598843368.3597393,38,16,0
1598846926.0946746,40,16,0
1598850811.4477139,38,17,0
1598854465.723588,38,15,0
1598857678.7890916,41,14,0
1598861427.400042,41,12,0
1598864860.0775456,44,12,0
1598868638.2033792,42,13,0
1598872022.9043744,41,13,0
1598876033.3988738,41,12,0
1598879545.1727273,40,15,1
1598883113.931359,39,12,1
1598886450.4153795,37,11,1
1598890193.1978998,36,11,0
1598894185.9630194,38,11,0
1598897918.5912533,34,12,0
1598901366.5351734,35,12,0
1598905142.652361,33,11,1
1598908588.3387341,33,11,1
1598912199.6745996,29,8,0
1598915770.2026024,29,8,0
1598921403.4429104,29,8,0
1598923285.832461,29,8,0
1598926751.4505124,29,8,0
1598930218.7789967,29,8,0
1598933919.5758073,31,9,1
1598937401.1254253,32,9,0
1598941192.3922951,29,8,1
1598944629.1785645,32,7,0
1598948381.4632833,34,7,0
1598951851.9962382,33,9,1
1598955448.5888062,31,10,1
1598958968.087484,32,12,1
1598962950.7649727,34,11,1
1598966194.6575086,32,14,0
1598969915.369647,36,12,1
1598973471.6987228,30,14,1
1598977098.7715082,35,15,1
1598980603.5228825,32,15,0
1598984316.5285578,30,18,0
1598987783.9213622,30,19,0
1598991537.6438591,30,18,0
1598995003.693866,29,18,1
1598998703.7726839,27,18,1
1599002153.7438118,27,18,1
1599007473.3486953,27,18,1
1599009320.064114,27,18,1
1599013139.7371025,27,18,1
1599016636.5207357,29,20,1
1599020445.4179633,30,20,1
1599023782.176689,30,20,1
1599027554.8208258,28,20,1
1599031042.8099253,29,18,1
1599034732.621894,32,13,0
1599038232.2793157,30,16,0
1599041846.3730843,32,14,0
1599045364.6675315,34,12,0
1599049346.9970367,37,10,0
1599052590.2896647,35,9,0
1599056330.7690852,34,12,0
1599059856.1459672,37,11,0
1599063512.0861216,34,14,0
1599067000.369675,34,15,1
1599070710.130689,33,15,0
1599074179.72676,34,16,0
1599077936.5086465,34,17,0
1599081403.873395,34,17,0
1599085003.5498757,30,16,0
1599088562.5399253,30,16,0
1599094114.2420518,30,16,0
1599096021.4250033,30,16,0
1599099542.9792037,30,16,0
1599103072.718941,30,16,0
1599106711.2252386,30,16,0
1599110214.2052603,30,15,0
1599113991.9056554,31,15,0
1599117447.1316707,34,15,0
1599121167.0281196,33,16,0
1599124641.8845255,33,14,0
1599128258.6962166,31,14,0
1599131763.9838657,31,15,0
1599135781.8729823,32,17,1
1599139000.7041383,31,16,0
1599142745.001095,29,17,0
1599146252.0477161,34,16,0
1599149925.8410745,35,17,0
1599153426.5894997,34,16,0
1599157124.0726058,32,19,0
1599160416.8032963,29,19,0
1599164354.6473436,29,17,1
1599167810.3977947,29,17,1
1599171422.7282035,27,16,0
1599174980.9118981,27,16,0
1599180574.4595969,27,16,0
1599182449.3974044,27,16,0
1599185969.4740863,27,16,0
1599189430.5640402,27,16,0
1599193126.3004856,27,17,1
1599196588.2360365,26,17,1
1599200370.3500876,25,18,1
1599203840.8570547,23,19,0
1599207589.552706,25,18,0
1599211033.6705337,26,17,0
1599214665.1677363,26,15,0
1599218165.6138859,24,16,0
1599222617.722353,23,18,0
1599225392.9966276,22,18,0
1599229135.5559437,21,20,0
1599232640.7060628,30,17,0
1599236315.5097554,31,19,0
1599239806.1721556,30,19,0
1599243535.6088252,33,16,0
1599246983.499016,32,17,1
1599250759.749726,32,16,1
1599254195.025089,30,17,0
1599257833.3654716,27,18,1
1599261364.3360155,27,18,1
1599269390.6985953,27,18,1
1599274093.6139,27,18,1
1599276875.5415397,27,18,1
1599280466.0474584,27,18,1
1599283861.5551248,27,18,0
1599287788.8955622,28,17,0
1599291184.218163,28,18,0
1599294907.313965,27,18,0
1599298337.2316396,25,18,0
1599301957.4231474,27,20,1
1599305423.8860614,27,18,0
1599309699.914498,28,17,0
1599312843.4030917,27,17,0
1599316444.4989378,29,16,0
1599319900.5360732,33,15,1
1599322730.0949705,33,16,1
1599326190.5791225,32,17,1
1599329914.733004,30,17,0
1599333372.9242132,31,19,0
1599337135.0843349,29,20,0
1599340580.0011241,29,20,0
1599344216.0313413,29,20,0
1599347754.8144224,29,20,0
1599353491.559024,29,20,0
1599355331.8600268,29,20,0
1599358756.4413025,29,20,0
1599362259.2411253,29,20,0
1599365907.3568046,29,20,0
1599369380.0546534,29,20,0
1599373165.795037,30,17,0
1599376629.4292493,30,17,1
1599380326.0697882,28,18,1
1599383807.6865823,30,17,1
1599387443.612678,32,17,0
1599390958.9467733,32,16,0
1599394942.3020747,32,17,0
1599398183.464312,30,18,0
1599401909.4211566,31,18,0
1599405420.8387113,31,18,0
1599409096.30198,29,20,0
1599412579.8131702,28,19,0
1599416306.8197603,28,19,0
1599419792.6154082,30,16,0
1599423611.3730426,34,17,0
1599427003.3353844,28,16,1
1599430608.6691825,28,16,1
1599434178.6547487,28,16,1
1599439841.109814,28,16,1
1599441748.750984,28,16,1
1599445197.3014224,28,16,1
1599448655.3729925,28,16,1
1599452331.6780403,29,16,1
1599455814.1426744,29,16,1
1599459591.4394982,32,17,0
1599463063.7912822,31,17,0
1599466782.3546093,30,18,0
1599470272.2392776,30,16,0
1599473882.9848373,31,17,1
1599477393.5034256,31,19,1
1599481390.4313858,29,21,1
1599484627.6305358,26,18,0
1599488322.2070267,30,18,0
1599491847.4366834,34,17,0
1599495523.146459,36,20,0
1599499014.125152,33,21,0
1599502722.5533488,36,20,0
1599506187.1176286,36,20,1
1599509950.2116985,35,19,1
1599513430.0992982,35,19,0
1599517016.830188,35,19,0
1599520584.2744703,35,19,0
1599526204.974102,35,19,0
1599528114.8036191,35,19,0
1599531576.5559134,35,19,0
1599535057.6195362,35,19,0
1599538742.8398683,37,21,1
1599542222.212855,37,21,1
1599545992.4770055,36,22,1
